"type","cover","cover_en","miniapp_path","miniapp_appid","web_url","status","order","draft","created_at","updated_at","created_by","id","_read_perm","_write_perm"
"index_miniapp","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nZRdZXaKA6TO82u.png","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nZqpLIt2icxUBWw.png","","wxf69f6723856c6f89","","published","4","{""cover"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nZRdZXaKA6TO82u.png"", ""cover_en"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nZqpLIt2icxUBWw.png"", ""miniapp_appid"": ""wxf69f6723856c6f89"", ""order"": 4, ""type"": ""index_miniapp"", ""miniapp_path"": """"}","1648621071","1648717853","418801829331251","6243f60fef1f181423279514","[""user:anonymous""]","[""gid:5896""]"
"index_h5","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nZTDlKHod4KeUZB.jpg","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nZTDr8ZWYAC9F59.jpg","","","11","deleted","3","{""cover"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nZTDlKHod4KeUZB.jpg"", ""cover_en"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nZTDr8ZWYAC9F59.jpg"", ""web_url"": ""11"", ""order"": 3, ""type"": ""index_h5""}","1648627118","1649214095","411709503722338","62440daeef1f186fa0c8c51e","[""user:anonymous""]","[""gid:5896""]"
"index_h5","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nZTIOvbO0lECGx1.jpg","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nZTitZasie9J4Xy.png","","","/reservation?id=62480d44a2a7cc0c3d9b47cf","published","4","{""cover"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nZTIOvbO0lECGx1.jpg"", ""cover_en"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nZTitZasie9J4Xy.png"", ""web_url"": ""/reservation?id=62480d44a2a7cc0c3d9b47cf"", ""order"": 4, ""type"": ""index_h5""}","1648627403","1649216852","411709503722338","62440ecb2a4f563d5a0468ce","[""user:anonymous""]","[""gid:5896""]"
"index_miniapp","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nZkD2kwGhovoRyq.png","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nZkD7gZ2LHpu0KQ.png","/pages/reservation/index?id=6243f74eef1f18141cc8c64a","","","published","7","{""cover"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nZkD2kwGhovoRyq.png"", ""cover_en"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nZkD7gZ2LHpu0KQ.png"", ""miniapp_path"": ""/pages/reservation/index?id=6243f74eef1f18141cc8c64a"", ""order"": 7, ""type"": ""index_miniapp"", ""miniapp_appid"": """"}","1648631718","1649211481","411709503722338","62441fa6ef1f186fa0c8d6d9","[""user:anonymous""]","[""gid:5896""]"
"index_pc","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naCZ2WDqqT5kqNz.jpg","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naCZ7JTUgzlTQoz.jpg","","","","deleted","5","{""cover"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naCZ2WDqqT5kqNz.jpg"", ""cover_en"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naCZ7JTUgzlTQoz.jpg"", ""order"": 5, ""type"": ""index_pc""}","1648801415","1648801968","411709503722338","6246b68739725e54e1a3cd6a","[""user:anonymous""]","[""gid:5896""]"
"index_pc","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naCiaRA0KNVWKf6.jpg","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naCicwRnLNXtUnL.jpg","","","","deleted","5","{""cover"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naCiaRA0KNVWKf6.jpg"", ""cover_en"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naCicwRnLNXtUnL.jpg"", ""order"": 5, ""web_url"": """", ""type"": ""index_pc""}","1648802006","1648803781","411709503722338","6246b8d639725e54e1a3cf6f","[""user:anonymous""]","[""gid:5896""]"
"index_miniapp","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naClEfQ3bM8g4Tr.jpg","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naClFGcU3Jt4ncX.jpg","","wxf69f6723856c6f89","","published","6","{""cover"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naClEfQ3bM8g4Tr.jpg"", ""cover_en"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naClFGcU3Jt4ncX.jpg"", ""miniapp_appid"": ""wxf69f6723856c6f89"", ""order"": 6, ""type"": ""index_miniapp"", ""miniapp_path"": """"}","1648802170","1649241351","411709503722338","6246b97a198eec57663ab7ce","[""user:anonymous""]","[""gid:5896""]"
"index_pc","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naDBSEfPRiMV5BC.jpg","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naDBT6norOuYbFp.jpg","","","","deleted","7","{""cover"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naDBSEfPRiMV5BC.jpg"", ""cover_en"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naDBT6norOuYbFp.jpg"", ""order"": 7, ""web_url"": """", ""type"": ""index_pc""}","1648803794","1648803822","411709503722338","6246bfd2cdd79e27d6be57eb","[""user:anonymous""]","[""gid:5896""]"
"index_h5","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naDEgBu03Kn7KoF.jpg","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naDEjBuAlEttk9F.jpg","","","","deleted","7","{""cover"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naDEgBu03Kn7KoF.jpg"", ""cover_en"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naDEjBuAlEttk9F.jpg"", ""web_url"": """", ""order"": 7, ""type"": ""index_h5""}","1648804000","1649214091","411709503722338","6246c0a039725e54e1a3d577","[""user:anonymous""]","[""gid:5896""]"
"index_miniapp","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naDFiOqF8z7CkpK.jpg","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naDFkX75HjDlNhw.jpg","/pages/coop-brands/index","","","published","8","{""cover"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naDFiOqF8z7CkpK.jpg"", ""cover_en"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naDFkX75HjDlNhw.jpg"", ""miniapp_path"": ""/pages/coop-brands/index"", ""order"": 8, ""type"": ""index_miniapp"", ""miniapp_appid"": """"}","1648804057","1649213901","411709503722338","6246c0d9cdd79e27d3df1b11","[""user:anonymous""]","[""gid:5896""]"
"index_pc","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nablAookJbA8x3T.png","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nablEz95NkYPpT0.png","","","/reservation?id=62457db24d0448113260a3b8","published","-1","{""cover"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nablAookJbA8x3T.png"", ""cover_en"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nablEz95NkYPpT0.png"", ""order"": -1, ""web_url"": ""/reservation?id=62457db24d0448113260a3b8"", ""type"": ""index_pc""}","1648889229","1649231598","411709503722338","62480d8d6855990b73869604","[""user:anonymous""]","[""gid:5896""]"
"index_h5","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naZjGNxTw57r3Vs.png","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naZjJ1mMHM4zWZr.png","","","/coop-brands","published","5","{""cover"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naZjGNxTw57r3Vs.png"", ""cover_en"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1naZjJ1mMHM4zWZr.png"", ""web_url"": ""/coop-brands"", ""order"": 5, ""type"": ""index_h5""}","1648890469","1649215687","411709503722338","624812656b0e3570bab2cc7d","[""user:anonymous""]","[""gid:5896""]"
"index_pc","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nbuKV5p4PnDm45v.png","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nbuKcilAiZglUNg.png","","","/reservation?id=62480d44a2a7cc0c3d9b47cf","published","1","{""cover"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nbuKV5p4PnDm45v.png"", ""cover_en"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nbuKcilAiZglUNg.png"", ""order"": 1, ""web_url"": ""/reservation?id=62480d44a2a7cc0c3d9b47cf"", ""type"": ""index_pc""}","1649207999","1649231567","419103937447714","624ceabfa2a7cc757db4623b","[""user:anonymous""]","[""gid:5896""]"
"index_pc","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nc2XNEL6A4cOrUv.png","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nc2XQFhMDgDojJa.png","","","https://www.baidu.com/","deleted","3","{""cover"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nc2XNEL6A4cOrUv.png"", ""cover_en"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nc2XQFhMDgDojJa.png"", ""order"": 3, ""web_url"": ""https://www.baidu.com/"", ""type"": ""index_pc""}","1649239525","1649239561","421620214027726","624d65e5036c917481cb1fad","[""user:anonymous""]","[""gid:5896""]"
"index_miniapp","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nc31GxOhpdbb7Yc.png","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nc31JQSfsTlgacZ.png","","wxf69f6723856c6f89","","deleted","10","{""cover"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nc31GxOhpdbb7Yc.png"", ""cover_en"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nc31JQSfsTlgacZ.png"", ""order"": 10, ""miniapp_appid"": ""wxf69f6723856c6f89"", ""type"": ""index_miniapp"", ""miniapp_path"": """"}","1649241381","1649241416","421620214027726","624d6d256e929d27ac75ec1f","[""user:anonymous""]","[""gid:5896""]"
"index_h5","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nc32CdY0waEKKNc.png","https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nc32F5TLRMRVzSJ.png","","","https://www.baidu.com/","deleted","10","{""cover"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nc32CdY0waEKKNc.png"", ""cover_en"": ""https://cloud-minapp-43074.cloud.ifanrusercontent.com/1nc32F5TLRMRVzSJ.png"", ""web_url"": ""https://www.baidu.com/"", ""order"": 10, ""type"": ""index_h5""}","1649241461","1649241530","421620214027726","624d6d756e929d27ac75ec72","[""user:anonymous""]","[""gid:5896""]"
